	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
10	ybaOALE	PM01	A11	M9 minimal media no C source	R1	D-Mannose	C00159	CAS 3458-28-4	13.0457	22.3212	23.3002	27.887	29.5736	38.5059	43.8819	51.8822	54.0028	68.7176	71.424	76.766	80.9169	92.9107	78.8388	85.1781	90.9555	97.333	106.4075	110.1417	111.9203	122.1725	128.403	130.2565	133.5938	139.4985	143.1588	149.3084	154.8554	154.93	161.2615	165.1366	167.7266	173.0068	173.3542	172.3638	175.738	175.8011	178.9856	183.2122	184.9542	187.0579	185.8577	191.812	190.5029	191.4505	191.4113	195.3091	193.5136	197.635	198.6574	198.2126	200.5497	209.6306	215.6495	218.8472	229.4213	232.4878	232.0547	237.9313	242.5046	248.7258	246.4773	251.2849	250.0427	254.0378	255.2846	257.8406	259.7164	259.2808	260.0997	259.07	258.7921	262.3038	265.2888	262.3154	263.689	265.9237	265.7206	267.0435	268.0256	267.1861	269.1509	268.2901	269.1791	269.2258	271.6434	269.9769	270.2411	272.1323	271.719	272.3566	270.963	272.2787	271.0254	272.8135	271.6243	274.3321	271.6764	267.8944	271.7079	271.2708	272.1472	269.6915	272.7411	274.8422	272.612	272.3625	273.8578	273.6892	274.4766	274.9801	276.0767	278.689	274.4918	275.1481	272.5262	276.371	274.0983	275.6046	274.7264	273.9296	275.1252	274.3816	272.704	271.7169	273.3567	275.0421	274.4943	274.5113	271.9532	272.3997	272.6938	275.1652	274.4755	274.8511	273.2435	274.9052	274.2057	276.7591	273.2549	275.0223	275.3957	274.7571	274.157	273.9701	275.3192	273.3347	275.0533	274.5839	272.4846	273.6732	272.9315	273.5747	272.1008	273.7026	275.3917	273.6617	272.2632	271.6069	274.1603	273.2226	272.2836	271.8346	273.1534	272.2085	272.4799	272.536	269.0014	275.0401	272.6459	273.2578	273.7574	271.9317	272.2723	272.9633	273.5798	272.5872	274.9115	273.4675	275.6771	275.4059	275.7437	275.0949	272.2947	276.051	272.8524	272.1583	272.6585	272.5336	273.1433	272.9094	270.6588
11	ybaOALE	PM01	A12	M9 minimal media no C source	R1	Dulcitol	C01697	CAS 608-66-2	29.5303	24.2324	26.0922	21.7459	26.1197	26.6487	24.1573	26.8214	32.651	28.1151	27.5485	33.9705	34.1513	32.5795	43.6124	38.6338	44.3357	44.9049	45.5556	56.3029	58.942	63.5363	71.4825	80.3024	88.1531	93.587	96.1105	110.5062	114.6661	122.0697	124.1026	127.6053	127.9862	138.2739	140.837	145.4696	151.0051	154.8414	164.4739	163.8282	167.9613	176.6138	178.4683	182.2392	186.0602	188.6806	192.292	195.4369	197.2093	201.8459	206.5148	206.3504	210.5202	213.0609	214.8628	214.9332	218.0219	217.8145	219.8577	222.9121	225.2761	226.3936	226.1364	228.8387	233.5321	231.9206	229.7496	232.9462	235.4243	233.8948	234.6386	237.2605	238.7051	238.2015	238.0933	238.4993	239.7439	238.6973	244.4181	242.9391	239.9915	242.7702	243.3449	246.6012	243.8	241.915	244.0957	246.7239	244.6277	244.2325	246.9804	244.6708	247.4269	246.3247	247.8144	247.9349	247.5992	248.448	252.4267	250.1127	249.4229	247.149	250.0122	247.5268	244.7917	249.0509	248.162	249.2552	248.7319	249.9989	251.2443	246.1845	250.3895	247.9458	249.4192	249.2866	247.3769	250.3213	250.076	247.087	250.7912	250.675	247.4132	251.5134	249.0174	247.4736	251.4827	250.4066	248.3137	250.7507	247.5941	249.784	248.4183	249.614	247.9211	248.0067	249.3431	246.2145	246.4692	250.5713	249.7041	247.5352	248.4348	247.3541	246.8839	250.4518	247.2969	250.1222	247.6208	249.5	245.9513	251.0852	246.7862	245.545	249.853	246.1884	247.2521	248.065	246.786	248.2417	249.902	248.4936	247.3175	246.0747	246.8222	246.3846	249.3577	247.1384	246.3956	246.4939	246.2497	246.4443	247.8661	248.7197	249.9621	249.9951	245.3527	245.7309	245.1336	244.5714	246.6099	245.3782	246.8982	246.0531	249.343	247.833	248.0637	248.5387	247.8499	247.5116	248.7768	246.8069	248.3664
12	ybaOALE	PM01	B01	M9 minimal media no C source	R1	D-Serine	C00740	CAS 312-84-5	15.906	20.3293	18.2983	19.3173	19.5489	21.4187	25.5537	22.8047	29.1231	31.4436	39.5061	44.3487	45.0976	48.7024	54.6509	60.6277	68.4248	73.0818	78.1482	86.6729	93.9497	96.8104	109.1882	116.8727	123.0989	128.8032	134.7834	148.8599	152.392	147.5198	148.1277	148.7522	149.0453	153.6759	154.547	151.7146	154.7252	154.6691	151.0488	154.1181	153.7028	156.3772	151.8237	155.5203	155.8791	157.5298	157.013	161.5261	157.4083	160.1406	160.1	160.54	161.3282	165.8108	159.8663	160.1502	161.7149	164.3079	166.4816	160.6033	168.3769	166.3428	168.7753	170.8489	171.1436	167.9843	174.7641	176.9273	176.5573	177.4262	178.541	182.992	185.476	188.798	194.6886	195.312	199.4868	205.5722	205.6395	204.4366	211.7483	215.5099	219.0246	215.249	215.9466	223.6904	225.7182	224.8812	227.5251	228.9544	229.0499	227.2471	230.5065	229.6333	232.6976	235.9064	232.6133	235.6738	236.6761	238.1228	242.639	240.3942	241.0939	240.5495	243.03	242.5368	248.967	247.1005	245.6665	249.1963	247.9134	250.2122	249.9667	248.7763	250.65	249.2166	250.6198	248.793	249.3899	252.5504	250.9813	254.1174	252.0231	250.0447	255.6979	251.1162	253.4968	252.6485	254.6591	253.8299	253.5055	256.8377	259.199	260.3788	259.5572	259.249	258.7975	259.7929	258.4446	258.4991	260.8602	262.3168	260.6295	262.5834	259.4484	259.8092	260.97	261.4436	261.7805	262.2097	263.1794	258.5418	261.6124	262.363	266.8357	263.6684	264.9642	265.6933	266.5601	265.2408	267.4359	262.8743	264.218	264.239	264.1949	266.2035	266.2096	262.2069	259.5332	263.9785	264.4165	263.8983	264.0209	263.707	265.8282	264.6829	263.682	266.076	266.6358	267.8892	269.5898	268.1774	267.7151	267.0974	266.9119	267.9953	268.6017	266.8348	267.0511	267.3244	266.3193	268.6075	268.0623
13	ybaOALE	PM01	B02	M9 minimal media no C source	R1	D-Sorbitol	C00794	CAS 50-70-4	11.0	13.509	16.1409	14.4209	14.8928	18.0959	22.7749	27.4646	26.8514	31.939	35.0326	42.1936	38.4119	52.5828	51.411	48.7466	44.7555	59.0569	61.7161	67.3296	75.21	73.9302	83.2042	89.7471	91.1246	92.1278	99.6105	110.4778	109.3283	117.3075	121.1889	121.1115	124.0083	135.4711	136.3362	139.3201	144.7766	147.6071	149.3644	155.112	156.7444	162.7293	162.6613	160.7997	168.46	166.9509	172.3505	169.78	174.3192	177.9349	178.8898	177.6227	183.1336	183.5241	183.8607	186.5235	182.5102	186.8405	185.6589	184.6919	189.0356	193.4678	189.4204	189.118	189.6289	191.2819	192.0714	190.9636	193.2376	193.8519	192.7237	194.7705	194.7721	193.1287	197.9129	193.8289	193.6009	193.3549	195.5625	193.9801	197.726	198.501	198.0883	194.5763	193.5933	198.748	202.5237	201.4294	200.7163	198.6757	199.3053	197.7635	199.2823	201.2372	194.2062	193.4638	196.0058	197.1384	201.8156	194.4594	197.0962	197.9034	193.9422	195.2979	189.6823	195.9659	194.2626	199.4742	193.1476	195.6173	195.8041	190.5373	198.6014	194.0215	190.9711	193.5732	188.1471	194.2456	192.5457	191.4645	197.1723	193.2706	191.3252	193.8918	195.5373	194.1269	194.0411	193.6577	193.0765	193.7968	194.3444	194.5838	195.4177	193.7573	198.5894	199.7275	196.1776	195.2979	198.9948	197.2724	199.9731	198.6353	195.295	196.1501	195.4577	193.1617	194.5235	198.6405	197.3497	192.5521	200.7274	194.0287	198.5523	195.5564	195.7237	196.0365	195.2231	200.0283	196.032	196.6992	195.8286	194.1126	199.6383	193.8284	196.185	197.6087	194.6817	197.9515	195.8534	197.4877	196.0711	198.6619	195.5246	198.809	197.3832	195.7294	197.5206	197.3307	196.921	195.0473	201.3594	196.8445	195.3877	197.9643	197.0957	202.426	195.3598	196.3556	196.7655	195.6157	196.0876	197.1074	194.373
14	ybaOALE	PM01	B03	M9 minimal media no C source	R1	Glycerol	C00116	CAS 56-81-5	11.0	11.0	13.8622	11.0	11.0	11.0	11.0	14.0489	15.0679	16.2958	22.2035	24.9801	34.4794	37.8849	41.1495	52.2052	51.5748	58.1547	64.5924	64.9119	68.8557	85.0477	90.5643	93.4646	90.4291	88.3339	95.8606	100.2555	105.9073	111.5002	116.0602	121.8822	124.3269	129.82	138.8998	137.0847	141.9507	146.763	146.5559	146.8965	148.6111	154.0938	158.4206	164.1714	165.1919	168.6374	172.7609	173.952	177.2143	179.0699	183.9206	186.6307	183.7904	188.2939	191.4017	196.5866	193.7142	190.6269	183.9883	188.0725	201.0583	195.7657	198.7635	201.9411	200.0318	205.6183	196.1703	202.8127	202.0174	192.8284	190.0754	203.9007	205.5119	202.1987	201.5551	197.4493	205.4008	202.8577	204.7272	204.3499	207.2235	201.2995	191.6492	199.5543	203.6236	202.1662	202.0639	202.7119	194.5623	201.0091	197.8093	200.2383	202.8215	199.6269	199.8639	196.98	202.6491	196.176	194.9963	199.5982	199.4211	202.1486	202.2049	194.684	194.0843	197.6526	193.7124	203.0514	202.2854	197.5349	191.2549	199.6227	200.1336	202.1195	196.8449	198.8944	199.3096	195.9928	198.1134	194.4122	201.9792	198.1031	202.8801	195.2789	196.8772	197.3429	198.8497	199.853	201.1664	198.8364	200.393	203.3732	200.7523	205.8833	204.4249	210.5881	205.958	207.8939	207.352	206.0438	211.915	208.6759	209.5129	210.4206	210.7409	207.8938	211.454	205.3833	209.4961	212.7505	206.0612	213.7866	209.3268	211.1821	211.5057	216.4548	217.1145	214.5243	213.159	214.6033	214.6277	215.07	217.8099	215.4821	214.2623	219.4675	217.979	220.2061	213.8836	219.0253	216.3648	218.5281	219.0759	219.6516	219.7634	219.5753	219.9963	220.8403	221.3852	225.5299	227.2665	221.6777	222.8556	220.1905	225.2095	215.6802	220.045	222.1094	220.2864	223.9996	219.9594	220.9177	221.396
15	ybaOALE	PM01	B04	M9 minimal media no C source	R1	L-Fucose	C01019	CAS 2438-80-4	11.0	12.4928	13.6307	11.0	11.0	11.7286	12.5528	13.2197	15.3345	13.7227	18.5352	19.4854	20.3966	24.7535	32.5338	29.9809	42.7098	30.2418	46.4562	43.7069	49.4425	52.7746	57.544	59.3308	60.677	63.5231	69.4537	76.6173	81.8174	80.5888	89.9404	87.175	92.5253	101.4146	106.1593	110.7081	114.4944	116.4896	118.9319	122.3853	123.9909	125.0134	129.1877	126.2023	151.7212	166.6415	164.4336	180.3079	179.3468	192.8075	197.6429	209.9211	212.745	218.0513	217.5507	224.5567	227.9816	228.8499	229.7633	231.886	238.6957	241.5619	244.7983	246.5069	241.5478	249.874	249.2551	249.7358	250.1528	254.8736	255.31	255.9582	257.3922	256.7282	258.9487	260.4467	261.7788	262.6131	266.4861	262.695	264.8604	269.296	267.0597	266.3843	269.0529	265.8647	272.5852	269.8862	268.5894	271.52	270.9814	269.2015	272.6175	271.6997	271.7307	271.1661	273.687	273.0085	272.3511	274.5	273.3019	275.1286	273.9797	274.1183	275.325	277.7069	277.5845	276.2149	279.3856	277.1487	277.756	278.3501	278.4143	278.8864	278.7079	280.6282	278.231	282.4391	276.6935	278.3252	278.4417	281.1598	281.1944	282.1548	283.4195	281.1353	280.2545	280.7226	277.7502	279.0443	279.5261	277.2137	280.6368	280.029	277.3893	278.7302	277.8389	276.9213	274.0191	274.6267	274.2661	272.919	279.0612	274.0677	271.1595	272.3286	270.2597	271.5584	269.4451	271.9255	270.362	270.5887	269.7586	271.8087	272.2264	271.3496	270.1573	273.0962	272.3058	273.5663	272.5876	271.629	273.271	268.9808	271.5106	270.2824	272.0292	270.7472	271.979	272.0526	270.0723	272.0334	271.1794	268.0746	272.291	271.1517	269.7865	272.5038	276.41	274.4313	275.0258	273.7973	275.2803	274.2069	271.5004	277.2828	273.7693	273.8307	273.2053	272.9551	270.2574	273.5254	275.5346
16	ybaOALE	PM01	B05	M9 minimal media no C source	R1	D-Glucuronic acid	C00191	CAS 14984-34-0	11.0	11.0	11.0	11.0	11.0	11.5538	13.2174	15.1462	17.2541	21.0977	25.6584	27.1658	29.9922	41.5618	46.4373	49.726	55.7142	61.5182	61.9765	66.0909	71.0288	74.0479	86.074	87.3066	95.1053	102.4619	109.5667	117.3819	133.9006	151.68	155.1304	163.2147	166.0667	170.0049	178.6749	178.151	183.702	183.6708	185.7979	189.0	192.0046	198.3773	198.0201	202.0187	208.0007	207.2761	214.3882	214.6881	214.3518	221.2113	223.6405	227.5916	230.076	235.4661	237.1278	240.7541	237.9084	241.4446	243.6973	241.7545	250.1387	248.2435	250.7396	252.9644	252.4138	256.4457	256.1971	259.4131	261.3745	261.9604	260.7487	260.6762	263.7018	266.3682	268.7694	268.7307	271.5342	273.6425	270.5069	273.3576	275.362	272.058	274.4067	274.5934	278.3734	275.831	280.9744	276.2375	278.5775	279.3436	280.9185	280.5061	283.8957	279.8192	281.7475	283.6786	284.3635	281.4602	282.5755	282.2739	283.9258	282.0723	281.7239	282.7055	283.5737	283.1609	285.0476	285.4334	286.4468	282.674	287.0663	285.3284	283.6362	283.2637	285.9339	280.9223	281.4574	278.5752	281.1451	282.9925	280.345	279.1838	281.7884	277.9584	280.4689	280.6669	283.1176	282.6784	284.6523	280.1998	281.4404	281.8617	284.3938	281.7722	284.823	282.9475	278.7119	281.3693	283.7845	281.92	282.3464	282.2074	285.0264	282.8085	280.1584	282.2679	283.8882	281.851	280.2372	281.707	280.2115	283.7044	281.6947	281.1954	278.8571	283.2749	281.1752	282.54	282.3024	281.3978	281.304	283.3693	284.3032	283.4832	284.0809	281.8324	279.9944	282.2231	281.1414	281.1121	282.0669	283.7398	283.4391	280.513	283.02	281.8226	284.9096	285.3959	283.6142	284.4055	285.8518	286.0055	284.261	286.583	282.3367	280.5291	279.53	280.6307	281.797	280.3463	280.1635	283.2705	282.6369
17	ybaOALE	PM01	B06	M9 minimal media no C source	R1	D-Gluconic acid	C00257	CAS 527-07-1	11.0	11.0	11.0	11.0	11.0	11.0	16.6247	11.0	19.2989	25.2166	29.5513	37.9549	32.9421	33.9781	36.552	50.2646	58.2329	65.8356	64.3365	72.397	76.4602	71.888	84.5608	91.7971	100.7768	105.5083	123.9406	136.015	140.7182	149.485	152.7949	155.7905	158.6228	163.5674	165.8032	169.8734	175.4832	175.6382	181.1785	184.4838	187.0792	191.9822	194.5023	196.1298	198.0282	201.5946	201.2577	203.9878	205.5787	211.3873	212.068	212.4253	216.6722	216.3032	220.5093	221.992	224.159	225.1366	228.7953	226.2935	228.1937	233.9954	233.4365	233.8619	234.4775	233.2692	235.6207	236.3661	239.681	243.066	244.2493	244.7212	245.5852	249.6289	248.7739	249.1629	248.9695	250.0365	250.173	251.7552	253.9712	254.1106	257.4814	254.6265	253.8342	261.7685	261.1299	258.6893	259.6488	260.3947	259.5813	258.9807	263.2175	261.3012	261.3675	262.4658	263.9403	262.395	262.6443	258.8416	261.9484	258.9622	257.8653	261.6105	259.2185	258.0767	263.1246	259.709	262.6414	262.3417	262.0856	262.9787	263.883	263.7615	261.6783	260.5039	262.6797	262.417	261.5121	261.0959	262.3706	261.9744	260.4579	264.2051	263.0136	262.0487	260.6283	262.7018	261.0699	260.6093	261.3223	266.8637	264.4056	262.3823	265.2188	268.1149	264.8861	262.6738	263.8567	263.7585	261.8756	261.1212	265.0733	262.6524	265.8842	263.4705	263.3888	261.8091	266.8234	261.5192	259.5269	261.1037	261.8909	266.3053	262.3794	262.5515	260.1291	262.4907	263.8724	263.2763	263.0439	262.1422	262.4198	260.377	263.1833	260.9981	264.4807	262.5221	262.3853	261.9148	262.7108	259.2173	265.1538	264.1403	260.2912	261.4716	264.5674	262.1598	263.8788	264.6322	267.3396	264.9787	265.2408	263.6004	263.2574	263.1755	263.4559	265.5494	267.2618	263.4559	263.1756	264.9015	263.668
18	ybaOALE	PM01	B07	M9 minimal media no C source	R1	DL-a-Glycerol Phosphate	C00093	CAS 3325-00-6	11.0	11.0	11.0	11.0	11.0	11.0	11.3151	11.0	13.185	13.0259	22.002	23.5858	32.6682	38.7008	47.2863	53.3955	57.8804	63.7132	73.7002	79.0151	77.3894	84.1118	88.3768	98.1706	106.0658	111.792	132.8743	137.7272	135.311	142.0553	140.391	158.2162	161.7191	165.3293	168.9826	173.7694	184.3208	185.3582	184.8186	197.3127	194.5911	195.5545	203.1237	200.3254	202.8266	201.0497	207.2323	208.6143	209.053	214.8391	211.2746	213.1033	215.3114	215.6824	218.895	212.5158	217.7594	219.4875	218.8528	224.7139	224.7453	223.9956	223.1329	224.3937	229.7981	229.1546	227.4777	228.4292	227.7548	228.9781	230.0362	229.3908	231.7957	233.1193	232.0637	231.3018	230.8959	231.9313	233.0755	230.627	233.5417	231.2861	235.387	232.1676	231.5279	234.1729	234.5298	235.9944	237.7724	236.8012	236.5343	233.2653	235.7844	235.6795	234.2877	236.938	238.7048	242.9456	237.2484	238.3912	241.5397	241.9471	243.6621	242.7199	239.64	235.2169	237.75	236.0188	231.3242	237.9268	235.0411	232.8017	227.9188	224.9028	228.2985	225.4	221.6854	224.2058	221.7446	219.6994	219.1145	220.2627	214.4885	214.8623	215.6119	214.035	209.9983	212.5661	209.1116	210.4774	206.8879	209.2505	206.8785	207.5481	208.7426	208.0231	209.4421	203.8376	205.4904	205.0065	203.7671	201.1089	202.4161	200.0456	203.2505	198.7024	201.5624	200.0456	201.8392	199.8818	198.7416	201.0071	198.8944	204.4246	200.4817	202.0826	201.4568	202.9262	200.5529	204.4725	198.8204	198.7959	200.3445	195.3618	198.2962	195.9741	196.0049	197.8518	194.5721	196.9135	195.2949	197.2796	193.5161	193.3944	196.3071	194.9191	196.5128	195.9454	199.6295	203.2703	199.5507	199.1105	200.3277	198.0064	200.0135	194.2548	196.2417	195.7328	196.8177	196.2507	197.6515	196.0553	193.6926
19	ybaOALE	PM01	B08	M9 minimal media no C source	R1	D-Xylose	C00181	CAS 58-86-6	32.0436	35.4719	43.5659	39.9392	45.0519	45.1487	46.6882	47.1895	52.3013	58.89	66.5596	67.8555	74.1895	80.5375	88.5107	83.5285	84.9076	74.9762	93.1862	96.9512	113.8688	101.5758	106.5174	105.8925	109.1649	113.1983	117.742	129.1544	131.7233	137.0482	144.1662	145.5171	152.052	153.6241	156.4572	160.1878	164.4409	166.1827	169.8785	176.3389	181.3051	181.3826	182.5166	184.7557	189.8253	191.242	193.2228	196.9277	198.5259	203.711	206.039	207.0523	212.9606	215.1831	220.3743	221.2315	225.5422	224.6956	228.6967	231.7638	234.8775	234.2775	231.7817	237.4532	237.478	238.8707	242.0274	242.4273	244.9499	244.8616	243.8023	244.9567	247.1111	248.6253	248.8907	248.099	250.631	247.7113	248.3447	250.8291	255.3334	255.0268	255.8713	255.474	254.1438	252.3484	257.6772	258.7964	256.8033	260.6435	256.8096	257.8553	258.1776	261.3544	258.2451	259.1874	258.7532	258.0974	260.0882	259.6252	261.7224	260.4127	263.9567	262.6862	264.3449	264.286	263.685	264.2422	262.4749	265.2486	264.5264	264.4591	267.0925	267.7917	264.7571	262.6071	263.1585	265.3596	262.746	265.4098	266.0376	264.9738	260.8521	262.752	262.1952	262.3582	262.3274	262.1463	261.8125	262.5862	260.8678	261.3732	264.3485	264.4774	262.9945	258.396	261.9503	263.1102	262.0722	260.8651	262.4534	260.9963	260.4102	260.7345	259.9223	260.2458	261.0945	258.123	256.0849	261.4414	258.9088	259.1341	259.6337	259.0032	261.1379	260.0308	257.8258	259.3836	258.775	260.7755	259.0945	254.7551	260.4182	258.7681	257.6695	255.9174	260.3166	257.9624	260.6032	258.8463	261.5039	255.6837	256.0202	262.8669	259.4418	258.2413	260.1573	258.6343	262.8123	260.1303	262.7185	262.3158	259.416	261.9252	259.5837	259.4214	255.9492	258.7936	257.2065	260.5424	257.2386	256.059	260.1065
20	ybaOALE	PM01	B09	M9 minimal media no C source	R1	L-Lactic acid	C00186	CAS 50-21-5	11.0	11.0	11.0	11.0	11.0	12.6999	13.0399	11.0	15.6018	14.2747	16.2801	16.9209	18.3795	18.5169	20.5464	22.2393	24.2899	23.7813	27.4183	30.1292	35.5436	39.5376	50.1743	53.0804	56.9535	59.4638	61.6568	69.0026	72.0256	75.3098	64.9319	80.2396	86.7287	90.155	98.42	96.9741	101.0739	112.3452	111.8288	105.5281	111.7245	122.0405	121.9833	119.4755	120.1632	132.339	125.5701	129.9925	136.4977	142.4298	147.8612	150.433	154.9036	158.8328	159.0732	163.4484	163.7727	164.9294	166.8512	168.4086	170.8584	177.8634	170.8609	178.0726	179.7344	176.9793	179.6547	181.9584	183.7377	187.9506	189.7377	186.5015	188.6339	193.5228	194.2965	192.8038	199.2848	198.2356	200.201	199.2829	201.5998	204.9905	209.0607	206.9109	209.5584	209.6366	211.5618	211.0515	207.6849	211.7588	213.3393	214.1405	214.5599	215.3215	219.9739	218.9157	219.8114	221.1187	221.1848	218.7582	223.1876	224.0303	225.2802	228.06	228.2485	229.9375	229.5474	231.1308	234.4739	235.3618	234.0023	235.5707	232.4696	233.4168	237.9719	236.4664	239.4254	238.517	239.9639	235.6024	241.4953	239.0899	241.1901	239.8943	239.3507	241.5947	239.5554	239.8438	238.338	242.5028	238.7709	243.6434	241.8704	240.9031	239.2378	240.2373	243.2065	244.6379	242.4486	239.283	236.7998	237.8443	242.3209	237.1505	240.616	239.0921	237.1224	241.1418	235.163	238.7442	240.1645	238.6305	239.2703	240.9334	240.17	242.0719	243.0311	242.7333	239.4266	242.487	240.5848	240.9882	243.2794	241.2475	240.7905	240.185	241.5728	241.1193	238.8645	243.857	237.7586	242.324	237.7898	239.8078	240.0552	241.0761	238.1789	244.6969	241.5765	243.5223	244.1842	243.779	242.7671	242.7471	242.2196	241.0571	245.3985	243.8567	240.8049	243.9191	240.8999	242.0661	241.8073
21	ybaOALE	PM01	B10	M9 minimal media no C source	R1	Formic acid	C00058	CAS 141-53-7	11.0	11.0	11.0	11.0	11.0	11.0	11.655	11.0	11.0	14.6498	11.3763	11.0	12.8084	18.64	11.0	14.76	11.9422	17.2083	15.2299	15.1633	14.0193	17.2817	18.0891	17.8836	20.8293	19.8	18.4206	21.0621	21.5602	18.5575	20.2556	21.1652	15.8371	18.7885	22.2174	24.8063	21.9136	20.9944	24.3741	22.9915	23.2493	23.8692	23.9614	20.8021	23.6234	21.217	23.142	24.1597	25.5399	28.9347	29.6737	25.1667	22.0002	24.5096	28.7861	27.5506	27.7419	26.5084	23.9375	25.7437	32.5297	28.596	28.1759	27.503	28.0063	27.8059	28.8834	30.2106	26.8935	27.5421	25.2341	29.9645	28.5111	30.1274	26.9308	24.2605	24.6617	25.5051	26.8914	26.3485	27.5773	23.7061	26.4194	29.2627	28.356	26.199	31.3763	26.7372	27.2487	32.5066	31.4121	31.0648	27.0688	33.2048	30.6159	28.6898	30.4414	30.3684	31.1691	30.4055	30.5823	30.8413	32.505	31.4215	30.2637	29.4562	34.716	33.1601	30.3498	29.285	28.5489	32.228	31.9297	33.8552	32.4156	31.5503	31.2938	32.6663	29.7696	26.7856	34.4925	33.5705	29.401	31.4051	29.2206	29.6504	29.5965	29.6228	30.5253	29.9876	30.6047	31.897	34.4366	30.2464	25.7514	32.0099	32.3196	35.6173	27.4641	26.7984	31.2155	28.2795	29.1854	29.4824	28.8421	29.3943	29.437	29.7802	31.3525	27.4743	31.0385	30.1171	32.9186	30.6987	30.8439	24.9198	30.7343	30.4119	30.139	29.3607	28.3334	31.7925	31.214	25.1867	27.188	26.9225	31.4979	26.4758	26.8076	29.1535	29.2098	31.6461	29.6058	30.1015	25.3836	30.2566	28.7057	26.8679	32.3934	27.4645	29.7105	27.6169	27.8575	29.2673	27.9108	29.2233	27.8786	31.7841	29.3988	31.9327	25.6749	31.3804	28.3973
